5492.643935	192	358.13
5493.204396	211	358.07
5494.331392	249	357.96
5495.875079	300	357.84
5499.255400	414	357.68
5504.301590	585	357.72
5508.558512	730	358.02
5509.993104	780	358.18
5514.375946	930	358.83
5514.873106	948	358.92
5524.956476	1299	361.53
5527.294542	1382	362.36
5539.261800	1810	367.87
5539.910639	1833	368.23
5542.890641	1941	369.99
5545.050449	2020	371.36
5548.176013	2134	373.46
