5595.064394	29	308.83
5597.476746	107	308.48
5601.603067	242	308.02
5604.515166	338	307.81
5606.733000	412	307.72
5610.680538	543	307.70
5612.067646	589	307.73
5615.319500	697	307.91
5618.014336	788	308.15
5633.294805	1309	311.26
5639.746033	1533	313.48
5648.990954	1859	317.69
5650.705120	1920	318.60
