5343.581173	349	435.81
5347.971782	501	435.79
5351.126857	612	435.95
5360.149511	930	437.17
5361.155263	966	437.38
5362.575235	1017	437.70
5370.709320	1310	440.14
5372.702205	1382	440.89
5374.821567	1459	441.76
5375.352518	1478	441.99
5379.110219	1616	443.74
5382.927239	1757	445.76
5386.610713	1894	447.94
5392.572787	2118	451.97
